repo,sha,author,date,message,additions,deletions,total_changes,url
pytorch/pytorch,e342a7509a2bb76dcdcd817c3eaec9a0a4fca7e2,oulgen,2025-11-08 06:37:36+00:00,"[pallas backend] add cpu backend and parametrize the tests (#167388)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167388
Approved by: https://github.com/jansel",72,75,147,https://github.com/pytorch/pytorch/commit/e342a7509a2bb76dcdcd817c3eaec9a0a4fca7e2
pytorch/pytorch,27ac58bd707c7d04cb90238ef2c9aa7a7e6fb281,Aminsed,2025-11-08 20:59:41+00:00,"Optimize global save-plan validation (#166820)

## Summary
- Fixes #163548 by replacing the quadratic chunk-overlap scan in `_validate_global_plan` with a sweep-line pass that sorts chunk intervals and keeps an active set via `bisect_right`, giving O(n log n) behavior for metadata validation.
- Add focused tests in `TestValidateGlobalPlan` covering overlapping and non-overlapping shard layouts to lock in the faster path.

## Testing
- python test/distributed/checkpoint/test_planner.py -k ValidateGlobalPlan

## Benchmarks
| chunks | old runtime | new runtime |
|--------|-------------|-------------|
| 1 024  | 0.121 s     | 0.0014 s    |
| 2 048  | 0.486 s     | 0.0027 s    |
| 4 096  | 2.474 s     | 0.0058 s    |
| 8 192  | 8.014 s     | 0.0126 s    |
| 16 384 | 32.740 s    | 0.026 s     |

@ezyang

Pull Request resolved: https://github.com/pytorch/pytorch/pull/166820
Approved by: https://github.com/LucasLLC, https://github.com/Skylion007",77,18,95,https://github.com/pytorch/pytorch/commit/27ac58bd707c7d04cb90238ef2c9aa7a7e6fb281
pytorch/pytorch,406719c3daf84b4ecec98134ef3ad6ca953b86c4,Isalia20,2025-11-08 20:03:49+00:00,"[MPS] SparseMps mv op (#166708)

Should be merged after #166561
Pull Request resolved: https://github.com/pytorch/pytorch/pull/166708
Approved by: https://github.com/Skylion007",1,2,3,https://github.com/pytorch/pytorch/commit/406719c3daf84b4ecec98134ef3ad6ca953b86c4
pytorch/pytorch,957570e4a331794e54177899872ceaba674df9fc,anijain2305,2025-11-08 15:35:38+00:00,"[dynamo][guards] 1/N Guard selectively for DTensor (#165824)

A few internal jobs are observing very high guard overhead for DTensor.
Since we own DTensor, we can make those guards way faster.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/165824
Approved by: https://github.com/Lucaskabela, https://github.com/bdhirsh",93,14,107,https://github.com/pytorch/pytorch/commit/957570e4a331794e54177899872ceaba674df9fc
pytorch/pytorch,eeb6c96a89b7934bfd2f18b9c44b00486165a2fb,pytorchupdatebot,2025-11-08 05:58:08+00:00,"[vision hash update] update the pinned vision hash (#167391)

This PR is auto-generated nightly by [this action](https://github.com/pytorch/pytorch/blob/main/.github/workflows/nightly.yml).
Update the pinned vision hash.
Pull Request resolved: https://github.com/pytorch/pytorch/pull/167391
Approved by: https://github.com/pytorchbot",1,1,2,https://github.com/pytorch/pytorch/commit/eeb6c96a89b7934bfd2f18b9c44b00486165a2fb
pytorch/pytorch,0b12e49795c647f87cac4091143c91643d9a5018,bbeckca,2025-11-08 05:13:38+00:00,"[Inductor] Decouple flags for optimization and debug symbols (#167385)

Summary:
What: Decouple flags for optimization and debug symbols

Why: The current flag for debug symbols only compiles the .so binary in unoptimized mode

Differential Revision: D86363355

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167385
Approved by: https://github.com/hl475, https://github.com/jansel",20,9,29,https://github.com/pytorch/pytorch/commit/0b12e49795c647f87cac4091143c91643d9a5018
pytorch/pytorch,87646e5db4cd4ed2b6710f7b870e2a7e03b61e79,anijain2305,2025-11-08 00:18:25+00:00,"[dynamo][ac] Return all intermediates as outputs for AC Hop (#167192)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167192
Approved by: https://github.com/zou3519",211,20,231,https://github.com/pytorch/pytorch/commit/87646e5db4cd4ed2b6710f7b870e2a7e03b61e79
pytorch/pytorch,29d6bb79e1b7d08f1a6988f4f8f94c8059978d8b,cyyever,2025-11-08 03:09:11+00:00,"Use context managers (SIM115) (#166928)

This PR changes code to use context managers if possible.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/166928
Approved by: https://github.com/Lucaskabela",157,163,320,https://github.com/pytorch/pytorch/commit/29d6bb79e1b7d08f1a6988f4f8f94c8059978d8b
pytorch/pytorch,c2924bbafa253edefab387aea7ba577de2f40c09,williamwen42,2025-11-07 21:34:48+00:00,"[dynamo] replace raise Unsupported(...) with unimplemented(...) (#167255)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167255
Approved by: https://github.com/Lucaskabela, https://github.com/mlazos, https://github.com/zou3519
ghstack dependencies: #167150",153,29,182,https://github.com/pytorch/pytorch/commit/c2924bbafa253edefab387aea7ba577de2f40c09
pytorch/pytorch,a2f109dcc33cd228eafc0100a23022299c17b44e,williamwen42,2025-11-07 21:34:47+00:00,"[dynamo] rename unimplemented_v2 -> unimplemented (#167150)

Also force the new `unimplemented`/old `unimplemented_v2` to explicitly specify the `gb_type`, `context`, `explanation`, and `hints` args.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167150
Approved by: https://github.com/mlazos, https://github.com/zou3519",424,415,839,https://github.com/pytorch/pytorch/commit/a2f109dcc33cd228eafc0100a23022299c17b44e
pytorch/pytorch,ba5ffa2dcad8508a5d4bca414752f4effa71da04,cyyever,2025-11-08 01:43:09+00:00,"[5/N] Use key in dict for existence checks (#167311)

This PR uses `key in dict` expressions for existence checks of dict elements in Python code. This operation is more efficient than `key in dict.keys()`.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167311
Approved by: https://github.com/janeyx99, https://github.com/Lucaskabela",47,51,98,https://github.com/pytorch/pytorch/commit/ba5ffa2dcad8508a5d4bca414752f4effa71da04
pytorch/pytorch,c131e4b390ae779320c3a069e426b478fab46529,pytorchmergebot,2025-11-08 01:33:12+00:00,"Revert ""[CP] Correctly compile create_cp_block_mask (#167153)""

This reverts commit 5a9ae7cefe679ff925a0aa7b9f5782fc93d4ef29.

Reverted https://github.com/pytorch/pytorch/pull/167153 on behalf of https://github.com/donigian due to breaking internal tests D86529123 ([comment](https://github.com/pytorch/pytorch/pull/167153#issuecomment-3505563239))",6,7,13,https://github.com/pytorch/pytorch/commit/c131e4b390ae779320c3a069e426b478fab46529
pytorch/pytorch,7fd15aa2bd1c9a85c0887f6cebbfd5ec4023e102,ShyamalShah3,2025-11-08 01:28:46+00:00,"Additional fix on top of D85172267 (#167267) (#167279)

Summary:

It seems
D80948073
has caused some issue on a lowering pkg built on trunk: https://fburl.com/mlhub/o6p60pno
error log: P2001933683
which we were able to lower successfully in older ien pkg: https://fburl.com/mlhub/1ro094zo

D85172267 fixed this issue for the if conditional, but issue still exists for the else conditional. Logic is moved right before if-else to cover both cases

Test Plan:
checkout D85605372

buck2 run -c fbcode.enable_gpu_sections=true -c fbcode.platform=platform010 -c fbcode.nvcc_arch=a100,h100 -c fbcode.split-dwarf=true -c fbcode.dwp=true -c fbcode.enable_distributed_thinlto=true -c fbcode.use_link_groups=true fbcode//inference_enablement/model_processing/infra/components/lowering/re:re_cinder -- -r ""$(cat ./fbcode/minimal_viable_ai/umia_v1/ig/ss_omni_exp/re_lower_aoti.json)""

with the diff, no issue was encountered.

Reviewed By: tissue3

Differential Revision: D86474796

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167279
Approved by: https://github.com/pianpwk",4,1,5,https://github.com/pytorch/pytorch/commit/7fd15aa2bd1c9a85c0887f6cebbfd5ec4023e102
pytorch/pytorch,c45c966031e87214d6641d90fd1985a72d56a297,c00w,2025-11-08 01:12:18+00:00,"subproc_pool: Fix quiesce waitcounter (#167350)

Summary:
I was inspecting running jobs, and the quiesce waitcounter wasn't showing up.
Turns out this was a bad copy paste.

Test Plan: Primarily inspection

Reviewed By: masnesral

Differential Revision: D86457409

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167350
Approved by: https://github.com/aorenste, https://github.com/masnesral",1,1,2,https://github.com/pytorch/pytorch/commit/c45c966031e87214d6641d90fd1985a72d56a297
pytorch/pytorch,d18c742779114c577ad01eca78c72613a9f41216,fxdawnn,2025-11-07 18:29:15+00:00,"[HOP][print]Add make_fx for the proxy with graph module print (#166920)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/166920
Approved by: https://github.com/angelayi
ghstack dependencies: #166660",66,1,67,https://github.com/pytorch/pytorch/commit/d18c742779114c577ad01eca78c72613a9f41216
pytorch/pytorch,4957ae5838d0ca1506c68b4c243f2fadfb0d89d2,soulitzer,2025-11-07 19:56:49+00:00,"Add API to annotate disjoint backward and handle in AC (#166536)

This adds zero-bubble / DualPipeV support for (S)AC

Before:
- AC will always retrigger recompute upon every distinct backward.

After:
- Any checkpointed regions encountered by backward under the same instance of this context manager will only trigger recompute at most once, even if there are multiple calls to backward.
- Backward calls under the same instance of this context manager must execute over non-overlapping regions of the backward graph even if retain_graph=True.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/166536
Approved by: https://github.com/albanD",155,8,163,https://github.com/pytorch/pytorch/commit/4957ae5838d0ca1506c68b4c243f2fadfb0d89d2
pytorch/pytorch,31d6d3ef5cd85ea326090079abfae6c2e66021b2,mikaylagawarecki,2025-11-07 21:28:44+00:00,"[easy] Add new torch/csrc/stable/c/shim.h to existing nitpick (#167367)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167367
Approved by: https://github.com/janeyx99, https://github.com/malfet",1,0,1,https://github.com/pytorch/pytorch/commit/31d6d3ef5cd85ea326090079abfae6c2e66021b2
pytorch/pytorch,2325c511e7c4150c0f127485dbde152caf0cf2db,anijain2305,2025-11-07 23:21:34+00:00,"[dynamo] Make sym node vt creation via SymNodeVariable create (#167189)

This will help in the next PRs.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167189
Approved by: https://github.com/williamwen42, https://github.com/zou3519
ghstack dependencies: #167160",6,6,12,https://github.com/pytorch/pytorch/commit/2325c511e7c4150c0f127485dbde152caf0cf2db
pytorch/pytorch,d865156967db65625bfe1d5474bab377713d41cc,anijain2305,2025-11-07 23:21:33+00:00,"[dynamo][hops] Overwrite proxy of the original VT to the subgraph outputs (#167160)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167160
Approved by: https://github.com/zou3519",104,9,113,https://github.com/pytorch/pytorch/commit/d865156967db65625bfe1d5474bab377713d41cc
pytorch/pytorch,fbc0bd2e90f9a92802e9704613f92d99d6bccff1,anshul-si,2025-11-06 21:29:34+00:00,"[DTensor][be] getting rid of unneccesary Partial check for norm functions (#167247)

**Summary:** While the implementation is correct, these checks are just a subset of the Partial placement checks that are done in https://github.com/pytorch/pytorch/pull/165962. This means for ops aten.linalg_vector_norm.default and aten._foreach_norm.Scalar, we're unnecessarily checking for Partial placements twice.

**Test Cases**
1. pytest test/distributed/tensor/test_math_ops.py -k test_vector_norm_partial
2. pytest test/distributed/tensor/test_math_ops.py -k test_foreach_norm_partial
3. pytest test/distributed/tensor/test_math_ops.py -k test_partial_reduction_ops

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167247
Approved by: https://github.com/XilunWu",2,10,12,https://github.com/pytorch/pytorch/commit/fbc0bd2e90f9a92802e9704613f92d99d6bccff1
pytorch/pytorch,70f5f55abfa5853165cf27f15d557e5c56978ec5,blaine-rister,2025-11-07 23:48:51+00:00,"[Inductor-FX] Allocate tensors on device type instead of indexed device (#167358)

# Problem
The FX backend currently allocates tensors on an exact device index, such as `""cuda:0""`. In contrast, the Python backend allocates on a device type, such as `""cuda""`. This avoids edge cases where fake tensor propagation can fail due to mismatched devices.

# Fix
Allocate tensors on `device.type` instead of the device.

# Test plan
Added a CI test passing in sample inputs on an indexed device, and checking that the output device in the generated FX graph is not indexed.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167358
Approved by: https://github.com/mlazos, https://github.com/nandesuka, https://github.com/eellison",20,1,21,https://github.com/pytorch/pytorch/commit/70f5f55abfa5853165cf27f15d557e5c56978ec5
pytorch/pytorch,69ecb562e734c0729e7e0581565312fc6487e682,malaybag,2025-11-07 23:27:57+00:00,"[PT2 Compiler] Add annotation for dynamo disabled callables (#166341)

Summary: To make torch.export compatible with PT2 compile (which is done on top of exported model) we need to store torch._dynamo.disable attributes in exported model and later restore this after unflattening of exported model. This diff will add annotations to all nodes with torch._dynamo.disable, which will be preserved during exporting.

Test Plan:
```
buck test mode/opt caffe2/test:test_export -- 'test_dynamo_disable_annotations'
```
https://www.internalfb.com/intern/testinfra/testrun/6473924770741560

Differential Revision: D85302730

Pull Request resolved: https://github.com/pytorch/pytorch/pull/166341
Approved by: https://github.com/williamwen42, https://github.com/angelayi",73,8,81,https://github.com/pytorch/pytorch/commit/69ecb562e734c0729e7e0581565312fc6487e682
pytorch/pytorch,5062abe4e7e0896ddfce2a5b7efe0136bb6df193,malfet,2025-11-07 20:20:16+00:00,"[CI][serialization] Fix exception regexes with Python-3.14 (#167333)

Not sure why, but running some tests (for example `test_weights_only_safe_globals_build`) with `pytest` in 3.14 makes global name `test_serialization.ClassThatUsesBuildInstruction` instead of expected `__main__.ClassThatUsesBuildInstruction`
Also, change expected exception type from `AttributeError` to `PicklingError`
Pull Request resolved: https://github.com/pytorch/pytorch/pull/167333
Approved by: https://github.com/atalman",6,5,11,https://github.com/pytorch/pytorch/commit/5062abe4e7e0896ddfce2a5b7efe0136bb6df193
pytorch/pytorch,c7007e758478fcac4ed9bb0479d73d6e397e8b8a,sraikund16,2025-11-07 23:06:56+00:00,"Update Kineto Submodule (#167343)

Summary: Title

Test Plan: CI

Differential Revision: D86538778

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167343
Approved by: https://github.com/Skylion007, https://github.com/aaronenyeshi",1,1,2,https://github.com/pytorch/pytorch/commit/c7007e758478fcac4ed9bb0479d73d6e397e8b8a
pytorch/pytorch,09705ca9b21eb4b98c0f77f9703ac78f332134fb,anijain2305,2025-11-07 19:46:14+00:00,"[dynamo][guards] Fix mem leak in tensor subclass metadata guard (#167352)

Use cls instead of the object. Earlier the metadata guard was holding on
to the Dtensor causing mem leak.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167352
Approved by: https://github.com/Skylion007",2,1,3,https://github.com/pytorch/pytorch/commit/09705ca9b21eb4b98c0f77f9703ac78f332134fb
pytorch/pytorch,ea6b0b5d0fb3a0a223b1070197bb57bde2e0e564,sumantro93,2025-11-07 23:00:04+00:00,"add missing cpp standard lib in HeaderOnlyArrayRef.h (#167337)

Fixes #167315
Pull Request resolved: https://github.com/pytorch/pytorch/pull/167337
Approved by: https://github.com/janeyx99",1,0,1,https://github.com/pytorch/pytorch/commit/ea6b0b5d0fb3a0a223b1070197bb57bde2e0e564
pytorch/pytorch,bbf852d87ff527a5cdd9b9ca999356062eadf575,pytorchmergebot,2025-11-07 22:32:44+00:00,"Revert ""Remove python workaround for ContextDecorator (#167049)""

This reverts commit 13d2cc7bd26e32cafff0377dda1c5ddc8d04c4ce.

Reverted https://github.com/pytorch/pytorch/pull/167049 on behalf of https://github.com/donigian due to breaking internal tests D86342845 ([comment](https://github.com/pytorch/pytorch/pull/167049#issuecomment-3505251296))",22,2,24,https://github.com/pytorch/pytorch/commit/bbf852d87ff527a5cdd9b9ca999356062eadf575
pytorch/pytorch,6392b986e7e72dee831696d0bdf543ca9f8609b8,pytorchmergebot,2025-11-07 22:25:01+00:00,"Revert ""[13/N] Apply ruff UP035 rule (#167048)""

This reverts commit ea44f12bce3eb05eaa9fa34943a3ffae04647fa5.

Reverted https://github.com/pytorch/pytorch/pull/167048 on behalf of https://github.com/donigian due to breaking internal tests D86342860 ([comment](https://github.com/pytorch/pytorch/pull/167048#issuecomment-3505232522))",12,18,30,https://github.com/pytorch/pytorch/commit/6392b986e7e72dee831696d0bdf543ca9f8609b8
pytorch/pytorch,32d30d96cf209809a8ddabe5e219ea915bfe52a3,jagadish-amd,2025-11-07 21:47:59+00:00,"[ROCm][CI] unconditionally add gfx950, gfx115x to PYTORCH_ROCM_ARCH (#167299)

Included gfx950, gfx1150, and gfx1151 unconditionally in PYTORCH_ROCM_ARCH. Removed the ROCm 7.0 version check and refactored the architecture list.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167299
Approved by: https://github.com/jeffdaily",3,15,18,https://github.com/pytorch/pytorch/commit/32d30d96cf209809a8ddabe5e219ea915bfe52a3
pytorch/pytorch,46516efa85e25499da12790d8fbb475fd9dadbbd,janeyx99,2025-11-07 17:36:19+00:00,"[BE] use undeprecated from/to in libtorch_agnostic tests (#167126)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167126
Approved by: https://github.com/Skylion007
ghstack dependencies: #164991, #165152, #165153, #165953",89,89,178,https://github.com/pytorch/pytorch/commit/46516efa85e25499da12790d8fbb475fd9dadbbd
pytorch/pytorch,84b2147b8527436f80df4f14377bd865a5f3fa3f,janeyx99,2025-11-07 17:36:18+00:00,"Introducing the StableIValue representation of list :D (#165953)

Some important notes:
a) Just like IValues steal the ownership of ArrayRefs and any std::vectors in order to convert the inner elements into IValues, we do the same thing with StableIValue. This O(N) traverse is ineluctable.
b) As a result, since StableIValues are owning and our contract is that to<T>(StableIValue) transfers ownership, you cannot ever convert from StableIValue to a nonowning HeaderOnlyArrayRef<V>.

We handle memory similar to AtenTensorHandle, but we have a StableListHandle!

Pull Request resolved: https://github.com/pytorch/pytorch/pull/165953
Approved by: https://github.com/malfet
ghstack dependencies: #164991, #165152, #165153",349,1,350,https://github.com/pytorch/pytorch/commit/84b2147b8527436f80df4f14377bd865a5f3fa3f
pytorch/pytorch,1727a71cb69378eba3cd1169074d0101a1a43c28,oulgen,2025-11-07 19:19:37+00:00,"Create pallas test shard (#167143)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167143
Approved by: https://github.com/malfet
ghstack dependencies: #167243",91,0,91,https://github.com/pytorch/pytorch/commit/1727a71cb69378eba3cd1169074d0101a1a43c28
pytorch/pytorch,fb9e10fe255732c7ba0590099a85326d5ad51d8e,pytorchmergebot,2025-11-07 20:53:14+00:00,"Revert ""Update pythoncapi_compat.h (#167138)""

This reverts commit c90a976370945af052bb7b0db86240fa6f321cd6.

Reverted https://github.com/pytorch/pytorch/pull/167138 on behalf of https://github.com/donigian due to Sorry but this is breaking internally. See diff D86458778 for details. ([comment](https://github.com/pytorch/pytorch/pull/167138#issuecomment-3504895388))",20,1408,1428,https://github.com/pytorch/pytorch/commit/fb9e10fe255732c7ba0590099a85326d5ad51d8e
pytorch/pytorch,4e277e63231799257902a217a455aa8c97971ce5,c00w,2025-11-07 20:49:31+00:00,"inductor: compile_worker - Fix potential race condition with quiesce waitcounters (#167025)

Summary:
If quiesce ends up called twice (which is likely not possible with the timer based implementation, but possible with either manual calls, or with the context manager implementation), this assertion fires.

Instead make this assertion tolerant to rentrant calling of quiesce

Test Plan: Added a explicit test which calls quiesce twice.

Differential Revision: D86251534

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167025
Approved by: https://github.com/masnesral",22,5,27,https://github.com/pytorch/pytorch/commit/4e277e63231799257902a217a455aa8c97971ce5
pytorch/pytorch,ba327b7a5c0a326e3b587f62620d9f2e688b699a,Lucaskabela,2025-11-07 20:38:03+00:00,"[BE][Typing][Dynamo] Type torch/_dynamo/variables/functions.py (#167103)

Provides type coverage to torch/_dynamo/variables/dicts.py

Coverage report:
`mypy torch/_dynamo/variables/functions.py --linecount-report /tmp/coverage_log`

Compare before to after - we go from 0 lines and 0 funcs covered to 2698 lines and 166 funcs covered

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167103
Approved by: https://github.com/mlazos, https://github.com/fxdawnn",485,300,785,https://github.com/pytorch/pytorch/commit/ba327b7a5c0a326e3b587f62620d9f2e688b699a
pytorch/pytorch,8eb21304ab4fba8ba43865607b3609efa14c2a10,pianpwk,2025-11-07 03:34:07+00:00,"[DTensor] ignore fresh unbacked symbols in shard prop (#166989)

This fixes 2 issues with the DTensor data-dependent test case:

1) ShapeEnv not found when doing shard prop on data-dependent ops - fix was to detect the outer tracing fake mode. Maybe ShardingPropagator should just own a FakeMode & ShapeEnv for these purposes? The previous behavior was to initialize a new fake mode on every call.

2) Pending unbacked symbols not found. This happens because DTensor dispatch runs fake prop twice, once while figuring out the output sharding: https://github.com/pytorch/pytorch/blob/2bba37309bc8996fc6a190592e5ad9aac53761c9/torch/distributed/tensor/_sharding_prop.py#L175 and again to actually get the resulting local tensor: https://github.com/pytorch/pytorch/blob/2bba37309bc8996fc6a190592e5ad9aac53761c9/torch/distributed/tensor/_dispatch.py#L254-L255 With data-dependent ops, both calls will produce an unbacked symbol, but symbols in the first invocation are never surfaced, producing this error, so we ignore pending symbols from this site.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/166989
Approved by: https://github.com/ezyang",25,1,26,https://github.com/pytorch/pytorch/commit/8eb21304ab4fba8ba43865607b3609efa14c2a10
pytorch/pytorch,b83a3f6e87b9c78655e7080b708acc2be490c1fc,eellison,2025-11-07 17:25:22+00:00,"compile time comm benchmarking (#167100)

Adds an option to do compile time collective benchmarking for comms/compute overlap scheduling. As with the comm benchmarks, these are all gathered, and each rank uses the median result to ensure consistency. thanks to @ruisizhang123 who had done this previously.

We log the compile time benchmark, the inductor analytic result, and the nccl estimator result to tlparse.

TODO:
- mechanism to seed collective estimates with the existing tlparse (or perfetto) to use for deterministic, pgo'd estimates
- interpolate results between powers of 2, and also do the actual benchmarking for latency calculation. both of these need to be meta aware since reduce scatter needs to be divisible by group_size, not hard but leaving for a subsequent pr.

Example output tlparse: https://manifold.edge.x2p.facebook.net/v0/read/tree/logs/eellison/custom/rank_0/-_0_0_0/node_runtime_estimation_10.json?bucketName=tlparse_reports&apiKey=tlparse_reports-key&withPayload=1&timeoutMsec=10000

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167100
Approved by: https://github.com/IvanKobzarev",361,7,368,https://github.com/pytorch/pytorch/commit/b83a3f6e87b9c78655e7080b708acc2be490c1fc
pytorch/pytorch,289b47e6577754c33e3decbe1570d5d7d99a2e9c,Isalia20,2025-11-07 20:05:41+00:00,"[MPS] empty matrix x vec mul fix (#166561)

Fixes empty matrix x vector. Discovered when implementing an op for sparse tensors
Pull Request resolved: https://github.com/pytorch/pytorch/pull/166561
Approved by: https://github.com/eqy, https://github.com/albanD",8,0,8,https://github.com/pytorch/pytorch/commit/289b47e6577754c33e3decbe1570d5d7d99a2e9c
pytorch/pytorch,c20308b79e314f9d0bc47517d31403224eabe519,cyyever,2025-11-07 20:05:10+00:00,"[Test CI] Bump ruff to 0.14.4 (#167286)

This PR bumps ruff to 0.14.4.
Pull Request resolved: https://github.com/pytorch/pytorch/pull/167286
Approved by: https://github.com/janeyx99, https://github.com/Skylion007",2,2,4,https://github.com/pytorch/pytorch/commit/c20308b79e314f9d0bc47517d31403224eabe519
pytorch/pytorch,4c41e9bde7a7f4adbc518a02762fc50039a2d68f,dolpm,2025-11-07 19:48:19+00:00,"making TORCH_CHECK_{COND} non-fatal (#167004)

TORCH_CHECK is non-fatal by design, but TORCH_CHECK_{COND} macros are fatal. this is confusing, and we should limit fatality to the set of debug macros.

Differential Revision: D86168955

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167004
Approved by: https://github.com/malfet",341,159,500,https://github.com/pytorch/pytorch/commit/4c41e9bde7a7f4adbc518a02762fc50039a2d68f
pytorch/pytorch,2f5223564ea9caf5741f01e098722608a85c1fdb,clee2000,2025-11-07 19:38:36+00:00,"[ez] Remove experiment for uploading all test runs (#167133)

reverts #165484

after #166988 they are just uploaded while its running
Pull Request resolved: https://github.com/pytorch/pytorch/pull/167133
Approved by: https://github.com/malfet",0,8,8,https://github.com/pytorch/pytorch/commit/2f5223564ea9caf5741f01e098722608a85c1fdb
pytorch/pytorch,28615a765d5eecbe08cb005d5e2dc5fce4152a4b,krastogi-in,2025-11-07 19:32:40+00:00,"Fix: list index out of range with softmax when using 0 dim (#166547)

Fixes #163971

Problem:
PyTorch's inductor compiler crashed with IndexError: list index out of range when compiling code that uses  0-dimensional tensors with operations like torch.softmax(scalar_tensor, dim=0).

A 0-dim tensor has shape = torch.Size([]) (empty shape)

```
ndim = 0 (zero dimensions)

len(shape) = 0 (no indices to access)

# Line 972: Pad other_shape to match inp dimensions
other_shape = [1] * (inp_ndim - len(other_shape)) + list(other_shape)

# For scalar tensors:
# inp_ndim = 0  # as input is scalar
# other_shape = []
# Result: [1] * (0 - 0) + [] = [] (still empty!)

dim = match.kwargs[""dim""]  # dim = 0
if isinstance(dim, int):
    dim = (dim,)

# crash is happening here!
return all(statically_known_true(other_shape[d] == 1) for d in dim)
#                                 ^^^^^^^^^^^^^^^^
#                                 Tries other_shape[0] but other_shape = [] (empty!)
#                                 → IndexError: list index out of range
```

The function _other_is_broadcasted_in_dim() is an optimization check for a softmax fusion pattern. It verifies whether it's safe to rewrite:

```
# From
scaled = inp * other
result = scaled - scaled.amax(dim, keepdim=True)

# To this more stable form:
result = (inp - inp.amax(dim, keepdim=True)) * other
```

The optimization is only valid if other is constant across the reduction dimension (i.e., broadcasted to size 1 in that dimension). Otherwise, scaling changes which element is the maximum.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/166547
Approved by: https://github.com/jansel",12,0,12,https://github.com/pytorch/pytorch/commit/28615a765d5eecbe08cb005d5e2dc5fce4152a4b
pytorch/pytorch,d1446ad75c9d93c079851aca21352517162aee3c,trirpi,2025-11-07 19:31:51+00:00,"Register floor_divide.out for MTIA (#167280)

Differential Revision: D86468749

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167280
Approved by: https://github.com/albanD",1,1,2,https://github.com/pytorch/pytorch/commit/d1446ad75c9d93c079851aca21352517162aee3c
pytorch/pytorch,e401a56b96adc7cf688362fc4a28ebb117dff171,clee2000,2025-11-07 18:14:44+00:00,"[ez] Remove some dead code from test artifact related files (#166966)

Remove circle ci path since it's no longer used

Remove function that is not used
Pull Request resolved: https://github.com/pytorch/pytorch/pull/166966
Approved by: https://github.com/malfet

Co-authored-by: Nikita Shulga <2453524+malfet@users.noreply.github.com>",1,26,27,https://github.com/pytorch/pytorch/commit/e401a56b96adc7cf688362fc4a28ebb117dff171
pytorch/pytorch,22650c89fb5670ca9eebbd81fd8a7f57fc3d5303,pragupta,2025-11-07 18:11:45+00:00,"[ROCm] Update skip_if_lt_x_gpu to work with MultiProcContinuous class (#167281)

- Since MultiProcContinuous class spawns one process per GPU and runs UT in each of the processes, we need to ensure we are propagating the exit code associated with skip all the way to the main worker thread that spawned all the child processes.
- This commit also updates several UTs that are meant for 4 GPUs but incorrectly calls skip_if_lt_x_gpu with 2 as an input. Examples:
    - test_replicate_with_fsdp.py
    - test_dtensor_resharding.py
    - test_state_dict.py
    - test_functional_api.py: Fix typo. multi-accelerator doesn't exit, replaced with multi-gpu
    - test_op_strategy.py: world_size was hardcoded
    - test_math_ops.py: UT written for 4 GPU, so skipping for anything less
    - test_schedule_multiproc.py: All UTs in this suite are required to run on 2+ GPUs, therefore, adding skips if less than 4 GPUs are supplied

Fixes https://github.com/pytorch/pytorch/issues/166875

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167281
Approved by: https://github.com/jeffdaily",47,9,56,https://github.com/pytorch/pytorch/commit/22650c89fb5670ca9eebbd81fd8a7f57fc3d5303
pytorch/pytorch,c62a17a2fb8880fbb7c9e8c198a532f8360a51c3,clee2000,2025-11-07 18:09:37+00:00,"[ez] Remove some unused vars in common_utils.py (#166453)

I can't find where these are used
Pull Request resolved: https://github.com/pytorch/pytorch/pull/166453
Approved by: https://github.com/malfet",1,7,8,https://github.com/pytorch/pytorch/commit/c62a17a2fb8880fbb7c9e8c198a532f8360a51c3
